predicted_label,true_label,prob_attack,confidence,traffic_density,risk_score,risk_level,true_is_attack
DoS slowloris,DoS Slowhttptest,1.0,0.9995,0.0,71.06,High,True
DoS slowloris,DoS Slowhttptest,1.0,0.9995,0.0,71.06,High,True
BENIGN,DoS Slowhttptest,0.493,0.0453,0.0,13.29,Low,True
DoS slowloris,DoS Slowhttptest,1.0,0.9995,0.0,71.06,High,True
Bot,DoS Slowhttptest,1.0,1.0,0.3003,70.86,High,True
DoS slowloris,DoS Slowhttptest,1.0,0.9995,0.0,71.06,High,True
DoS slowloris,DoS Slowhttptest,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS Slowhttptest,1.0,0.9995,0.0,71.06,High,True
DoS slowloris,DoS Slowhttptest,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS Slowhttptest,1.0,0.9995,0.0,71.06,High,True
DoS slowloris,DoS Slowhttptest,1.0,0.9995,0.0,71.06,High,True
DoS Slowhttptest,DoS Slowhttptest,1.0,0.9821,0.0,71.06,High,True
DoS slowloris,DoS Slowhttptest,1.0,0.0786,0.0,42.5,Medium,True
DoS slowloris,DoS Slowhttptest,1.0,0.9995,0.0,71.06,High,True
DoS slowloris,DoS Slowhttptest,1.0,0.9995,0.0,71.06,High,True
PortScan,DoS Slowhttptest,1.0,1.0,0.0,71.06,High,True
DoS slowloris,DoS Slowhttptest,1.0,0.9995,0.0,71.06,High,True
DoS slowloris,DoS Slowhttptest,1.0,0.9995,0.0,71.06,High,True
DoS slowloris,DoS Slowhttptest,1.0,0.9995,0.0,71.06,High,True
PortScan,DoS Slowhttptest,1.0,1.0,0.0,71.06,High,True
DoS slowloris,DoS Slowhttptest,1.0,0.9995,0.0,71.06,High,True
DoS slowloris,DoS Slowhttptest,1.0,0.9995,0.0,71.06,High,True
DoS Slowhttptest,DoS Slowhttptest,1.0,0.973,0.0,71.06,High,True
DoS slowloris,DoS Slowhttptest,1.0,0.9995,0.0,71.06,High,True
DoS slowloris,DoS Slowhttptest,1.0,0.9995,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.3307,0.0,42.5,Medium,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9974,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
PortScan,DoS slowloris,1.0,0.9892,0.008,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
FTP-Patator,DoS slowloris,1.0,0.9948,0.013,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS Slowhttptest,DoS slowloris,1.0,0.2258,0.0,42.5,Medium,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
PortScan,DoS slowloris,1.0,0.5156,0.1405,42.5,Medium,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
SSH-Patator,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
FTP-Patator,DoS slowloris,1.0,0.9948,0.013,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.2081,0.0,42.5,Medium,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
FTP-Patator,DoS slowloris,1.0,0.9951,0.0116,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.8023,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS Slowhttptest,DoS slowloris,1.0,0.9478,0.0,71.06,High,True
SSH-Patator,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9978,0.0,71.06,High,True
Bot,DoS slowloris,1.0,1.0,0.3243,72.17,High,True
SSH-Patator,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9997,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,0.9985,0.905,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
FTP-Patator,DoS slowloris,1.0,0.9959,0.0066,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
FTP-Patator,DoS slowloris,1.0,0.9953,0.0105,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS Slowhttptest,DoS slowloris,1.0,0.9571,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9882,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9978,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.8803,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS Slowhttptest,DoS slowloris,1.0,0.7507,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.5514,0.0,42.74,Medium,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.2081,0.0,42.5,Medium,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
PortScan,DoS slowloris,1.0,0.9891,0.0072,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.5833,0.0,48.17,Medium,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
FTP-Patator,DoS slowloris,1.0,0.996,0.0058,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9978,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
FTP-Patator,DoS slowloris,1.0,0.996,0.0062,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,0.9938,0.9219,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS GoldenEye,DoS slowloris,1.0,0.9982,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,1.0,0.0,71.06,High,True
DoS slowloris,DoS slowloris,1.0,0.9999,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.5787,0.0,47.38,Medium,True
FTP-Patator,FTP-Patator,1.0,0.7924,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8983,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.005,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.7613,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,1.0,1.0,92.22,Critical,True
FTP-Patator,FTP-Patator,1.0,0.9352,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8536,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0047,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0037,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9664,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,1.0,0.3784,76.81,High,True
FTP-Patator,FTP-Patator,1.0,0.9394,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9631,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0052,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9669,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.6867,0.0,67.78,High,True
FTP-Patator,FTP-Patator,1.0,0.974,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.004,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8036,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8194,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9817,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8982,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8481,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9437,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9466,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9828,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0048,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0054,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.4419,0.0,42.5,Medium,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0045,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.005,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9874,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0051,71.06,High,True
FTP-Patator,FTP-Patator,1.0,1.0,0.3784,76.81,High,True
FTP-Patator,FTP-Patator,1.0,0.7773,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0052,71.06,High,True
FTP-Patator,FTP-Patator,1.0,1.0,0.3784,76.81,High,True
FTP-Patator,FTP-Patator,1.0,0.9962,0.0236,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0047,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9598,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9235,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9714,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.959,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8927,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8995,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0044,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9851,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9671,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0046,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.725,0.0,70.96,High,True
FTP-Patator,FTP-Patator,1.0,0.9638,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0052,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0045,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0044,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.942,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9962,0.0236,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8934,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.005,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9293,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0044,71.06,High,True
FTP-Patator,FTP-Patator,1.0,1.0,0.3784,76.81,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0054,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0056,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9746,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8269,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9317,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,1.0,0.1419,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9499,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8238,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0053,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8352,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,1.0,0.3784,76.81,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0044,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8723,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.94,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9663,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8219,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0053,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9962,0.0232,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0047,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0052,71.06,High,True
FTP-Patator,FTP-Patator,1.0,1.0,0.2838,70.92,High,True
FTP-Patator,FTP-Patator,1.0,0.972,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9246,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,1.0,0.3784,76.81,High,True
FTP-Patator,FTP-Patator,1.0,0.8772,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0044,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9995,0.0873,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9634,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8896,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8737,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8056,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0053,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0051,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.7442,0.0,71.04,High,True
FTP-Patator,FTP-Patator,1.0,0.9516,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0046,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.7947,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8548,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9781,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.005,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9962,0.0232,71.06,High,True
FTP-Patator,FTP-Patator,1.0,1.0,0.5676,91.55,Critical,True
FTP-Patator,FTP-Patator,1.0,0.4681,0.0,42.5,Medium,True
FTP-Patator,FTP-Patator,1.0,0.9962,0.0236,71.06,High,True
FTP-Patator,FTP-Patator,1.0,1.0,0.3784,76.81,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0042,71.06,High,True
FTP-Patator,FTP-Patator,1.0,1.0,0.5676,91.55,Critical,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0053,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8389,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9188,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9788,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0044,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9194,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,1.0,0.3784,76.81,High,True
FTP-Patator,FTP-Patator,1.0,0.9017,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0054,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8912,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9815,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8795,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0039,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9982,0.0597,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0047,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0041,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9545,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0052,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.8577,0.0,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.9963,0.0048,71.06,High,True
FTP-Patator,FTP-Patator,1.0,1.0,0.3784,76.81,High,True
FTP-Patator,FTP-Patator,1.0,0.9964,0.0047,71.06,High,True
FTP-Patator,FTP-Patator,1.0,0.7181,0.0,70.93,High,True
FTP-Patator,FTP-Patator,1.0,0.9355,0.0,71.06,High,True
BENIGN,Heartbleed,0.0,1.0,0.0054,42.5,Medium,True
Heartbleed,Heartbleed,1.0,1.0,0.0054,71.06,High,True
Infiltration,Infiltration,1.0,0.9999,0.0,71.06,High,True
DoS slowloris,Infiltration,1.0,0.9994,0.0,71.06,High,True
BENIGN,Infiltration,0.0,1.0,0.0,42.5,Medium,True
FTP-Patator,Infiltration,1.0,0.9972,0.0486,71.06,High,True
DoS slowloris,Infiltration,1.0,0.9961,0.0,71.06,High,True
DoS slowloris,Infiltration,1.0,0.4498,0.0,42.5,Medium,True
DoS slowloris,Infiltration,1.0,0.9429,0.0,71.06,High,True
FTP-Patator,PortScan,1.0,0.9881,0.0138,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0074,71.06,High,True
FTP-Patator,PortScan,1.0,0.968,0.0382,71.06,High,True
FTP-Patator,PortScan,1.0,0.9806,0.009,71.06,High,True
PortScan,PortScan,1.0,0.9999,0.0147,71.06,High,True
FTP-Patator,PortScan,1.0,0.9941,0.0111,71.06,High,True
PortScan,PortScan,1.0,0.9885,0.0259,71.06,High,True
PortScan,PortScan,1.0,0.8756,0.0086,71.06,High,True
PortScan,PortScan,1.0,0.992,0.0116,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0078,71.06,High,True
FTP-Patator,PortScan,1.0,0.9684,0.0154,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0097,71.06,High,True
FTP-Patator,PortScan,1.0,0.9484,0.0116,71.06,High,True
FTP-Patator,PortScan,1.0,0.9896,0.0116,71.06,High,True
FTP-Patator,PortScan,1.0,0.9944,0.0147,71.06,High,True
PortScan,PortScan,1.0,0.9919,0.0118,71.06,High,True
FTP-Patator,PortScan,1.0,0.96,0.0144,71.06,High,True
FTP-Patator,PortScan,1.0,0.3498,0.0113,42.5,Medium,True
PortScan,PortScan,1.0,1.0,0.0074,71.06,High,True
FTP-Patator,PortScan,1.0,0.9631,0.0256,71.06,High,True
PortScan,PortScan,1.0,0.9909,0.0144,71.06,High,True
FTP-Patator,PortScan,1.0,0.7374,0.0486,71.01,High,True
PortScan,PortScan,1.0,1.0,0.0108,71.06,High,True
PortScan,PortScan,1.0,0.9927,0.0175,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0221,71.06,High,True
FTP-Patator,PortScan,1.0,0.9922,0.0067,71.06,High,True
PortScan,PortScan,1.0,0.9919,0.0132,71.06,High,True
FTP-Patator,PortScan,1.0,0.9896,0.0069,71.06,High,True
FTP-Patator,PortScan,1.0,0.991,0.0151,71.06,High,True
PortScan,PortScan,1.0,0.8601,0.0111,71.06,High,True
PortScan,PortScan,1.0,0.9836,0.0649,71.06,High,True
PortScan,PortScan,1.0,0.9989,0.0973,71.06,High,True
PortScan,PortScan,1.0,0.924,0.0078,71.06,High,True
PortScan,PortScan,1.0,1.0,0.027,71.06,High,True
FTP-Patator,PortScan,1.0,0.3747,0.0122,42.5,Medium,True
PortScan,PortScan,1.0,0.9722,0.0089,71.06,High,True
Bot,PortScan,1.0,1.0,0.4865,92.09,Critical,True
PortScan,PortScan,1.0,0.9418,0.0927,71.06,High,True
FTP-Patator,PortScan,1.0,0.827,0.0101,71.06,High,True
FTP-Patator,PortScan,1.0,0.993,0.0114,71.06,High,True
FTP-Patator,PortScan,1.0,0.9242,0.0111,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0108,71.06,High,True
FTP-Patator,PortScan,1.0,0.9523,0.0147,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0212,71.06,High,True
FTP-Patator,PortScan,1.0,0.9945,0.0062,71.06,High,True
FTP-Patator,PortScan,1.0,0.9609,0.018,71.06,High,True
FTP-Patator,PortScan,1.0,0.9945,0.0101,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0113,71.06,High,True
FTP-Patator,PortScan,1.0,0.9957,0.0075,71.06,High,True
PortScan,PortScan,1.0,0.9927,0.0151,71.06,High,True
FTP-Patator,PortScan,1.0,0.9934,0.0147,71.06,High,True
FTP-Patator,PortScan,1.0,0.9805,0.0127,71.06,High,True
FTP-Patator,PortScan,1.0,0.9898,0.0166,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0131,71.06,High,True
PortScan,PortScan,1.0,0.9789,0.0116,71.06,High,True
FTP-Patator,PortScan,1.0,0.9854,0.0135,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0084,71.06,High,True
FTP-Patator,PortScan,1.0,0.9907,0.0095,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0075,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0147,71.06,High,True
FTP-Patator,PortScan,1.0,0.9956,0.0055,71.06,High,True
FTP-Patator,PortScan,1.0,0.8619,0.0132,71.06,High,True
PortScan,PortScan,1.0,0.8908,0.0154,71.06,High,True
FTP-Patator,PortScan,1.0,0.5291,0.0132,42.5,Medium,True
FTP-Patator,PortScan,1.0,0.9955,0.0057,71.06,High,True
FTP-Patator,PortScan,1.0,0.9907,0.0144,71.06,High,True
FTP-Patator,PortScan,1.0,0.9947,0.0135,71.06,High,True
PortScan,PortScan,1.0,1.0,0.0072,71.06,High,True
PortScan,PortScan,1.0,0.9922,0.0114,71.06,High,True
PortScan,PortScan,1.0,0.5178,0.0286,42.5,Medium,True
PortScan,PortScan,1.0,0.4371,0.0138,42.5,Medium,True
FTP-Patator,PortScan,1.0,0.9901,0.0099,71.06,High,True
Bot,PortScan,1.0,0.1663,0.0171,42.5,Medium,True
FTP-Patator,PortScan,1.0,0.966,0.009,71.06,High,True
FTP-Patator,PortScan,1.0,0.9704,0.0066,71.06,High,True
FTP-Patator,PortScan,1.0,0.9926,0.0158,71.06,High,True
PortScan,PortScan,1.0,0.7556,0.0116,71.06,High,True
PortScan,PortScan,1.0,0.992,0.0093,71.06,High,True
PortScan,PortScan,1.0,0.1239,0.0075,42.5,Medium,True
FTP-Patator,PortScan,1.0,0.4536,0.0122,42.5,Medium,True
